"","X","firstname","sex","race","call"
"1198",1198,"Meredith","female","white",0
"1199",1199,"Aisha","female","black",0
"1200",1200,"Anne","female","white",0
"1201",1201,"Carrie","female","white",0
"1202",1202,"Kenya","female","black",0
"1203",1203,"Aisha","female","black",0
"1204",1204,"Emily","female","white",0
"1205",1205,"Meredith","female","white",0
"1206",1206,"Tanisha","female","black",0
"1207",1207,"Aisha","female","black",0
"1208",1208,"Allison","female","white",0
"1209",1209,"Emily","female","white",0
"1210",1210,"Kenya","female","black",0
"1211",1211,"Allison","female","white",0
"1212",1212,"Kristen","female","white",1
"1213",1213,"Lakisha","female","black",1
"1214",1214,"Tamika","female","black",1
"1215",1215,"Aisha","female","black",0
"1216",1216,"Emily","female","white",0
"1217",1217,"Kristen","female","white",0
"1218",1218,"Tanisha","female","black",0
"1219",1219,"Aisha","female","black",0
"1220",1220,"Carrie","female","white",0
"1221",1221,"Meredith","female","white",0
"1222",1222,"Tanisha","female","black",0
"1223",1223,"Anne","female","white",0
"1224",1224,"Jill","female","white",0
"1225",1225,"Lakisha","female","black",0
"1226",1226,"Tanisha","female","black",0
"1227",1227,"Emily","female","white",0
"1228",1228,"Latoya","female","black",0
"1229",1229,"Meredith","female","white",0
"1230",1230,"Tamika","female","black",0
"1231",1231,"Allison","female","white",0
"1232",1232,"Latonya","female","black",0
"1233",1233,"Meredith","female","white",0
"1234",1234,"Tamika","female","black",0
"1235",1235,"Leroy","male","black",0
"1236",1236,"Matthew","male","white",0
"1237",1237,"Neil","male","white",0
"1238",1238,"Tyrone","male","black",0
"1239",1239,"Meredith","female","white",0
"1240",1240,"Tanisha","female","black",0
"1241",1241,"Carrie","female","white",0
"1242",1242,"Emily","female","white",0
"1243",1243,"Keisha","female","black",0
"1244",1244,"Lakisha","female","black",0
"1245",1245,"Allison","female","white",0
"1246",1246,"Ebony","female","black",0
"1247",1247,"Latoya","female","black",0
"1248",1248,"Laurie","female","white",0
"1249",1249,"Allison","female","white",0
"1250",1250,"Anne","female","white",0
"1251",1251,"Brad","male","white",0
"1252",1252,"Brett","male","white",0
"1253",1253,"Darnell","male","black",0
"1254",1254,"Darnell","male","black",1
"1255",1255,"Darnell","male","black",0
"1256",1256,"Ebony","female","black",0
"1257",1257,"Emily","female","white",0
"1258",1258,"Geoffrey","male","white",0
"1259",1259,"Geoffrey","male","white",0
"1260",1260,"Jay","male","white",0
"1261",1261,"Jermaine","male","black",0
"1262",1262,"Jill","female","white",0
"1263",1263,"Keisha","female","black",1
"1264",1264,"Keisha","female","black",0
"1265",1265,"Lakisha","female","black",0
"1266",1266,"Latonya","female","black",0
"1267",1267,"Latoya","female","black",0
"1268",1268,"Meredith","female","white",0
"1269",1269,"Meredith","female","white",0
"1270",1270,"Neil","male","white",0
"1271",1271,"Rasheed","male","black",0
"1272",1272,"Todd","male","white",0
"1273",1273,"Todd","male","white",0
"1274",1274,"Tremayne","male","black",0
"1275",1275,"Tyrone","male","black",0
"1276",1276,"Tyrone","male","black",0
"1277",1277,"Emily","female","white",0
"1278",1278,"Lakisha","female","black",0
"1279",1279,"Sarah","female","white",1
"1280",1280,"Tanisha","female","black",0
"1281",1281,"Allison","female","white",0
"1282",1282,"Kenya","female","black",0
"1283",1283,"Latonya","female","black",0
"1284",1284,"Meredith","female","white",1
"1285",1285,"Anne","female","white",0
"1286",1286,"Ebony","female","black",0
"1287",1287,"Emily","female","white",0
"1288",1288,"Tamika","female","black",0
"1289",1289,"Anne","female","white",0
"1290",1290,"Kenya","female","black",0
"1291",1291,"Latonya","female","black",0
"1292",1292,"Sarah","female","white",0
"1293",1293,"Ebony","female","black",0
"1294",1294,"Kristen","female","white",0
"1295",1295,"Laurie","female","white",0
"1296",1296,"Tamika","female","black",0
"1297",1297,"Allison","female","white",0
"1298",1298,"Jill","female","white",0
"1299",1299,"Kenya","female","black",0
"1300",1300,"Lakisha","female","black",0
"1301",1301,"Anne","female","white",1
"1302",1302,"Emily","female","white",0
"1303",1303,"Kenya","female","black",0
"1304",1304,"Latoya","female","black",0
"1305",1305,"Ebony","female","black",0
"1306",1306,"Emily","female","white",0
"1307",1307,"Jill","female","white",0
"1308",1308,"Tamika","female","black",0
"1309",1309,"Allison","female","white",1
"1310",1310,"Hakim","male","black",1
"1311",1311,"Jamal","male","black",1
"1312",1312,"Jay","male","white",1
"1313",1313,"Anne","female","white",0
"1314",1314,"Emily","female","white",0
"1315",1315,"Lakisha","female","black",0
"1316",1316,"Latonya","female","black",0
"1317",1317,"Anne","female","white",0
"1318",1318,"Ebony","female","black",0
"1319",1319,"Sarah","female","white",0
"1320",1320,"Tanisha","female","black",0
"1321",1321,"Laurie","female","white",0
"1322",1322,"Tamika","female","black",0
"1323",1323,"Emily","female","white",0
"1324",1324,"Keisha","female","black",0
"1325",1325,"Latoya","female","black",0
"1326",1326,"Meredith","female","white",0
"1327",1327,"Kristen","female","white",0
"1328",1328,"Latoya","female","black",0
"1329",1329,"Meredith","female","white",0
"1330",1330,"Tanisha","female","black",0
"1331",1331,"Anne","female","white",1
"1332",1332,"Kenya","female","black",1
"1333",1333,"Sarah","female","white",1
"1334",1334,"Tanisha","female","black",1
"1335",1335,"Carrie","female","white",0
"1336",1336,"Emily","female","white",0
"1337",1337,"Keisha","female","black",0
"1338",1338,"Kenya","female","black",0
"1339",1339,"Anne","female","white",0
"1340",1340,"Emily","female","white",0
"1341",1341,"Keisha","female","black",0
"1342",1342,"Tanisha","female","black",0
"1343",1343,"Emily","female","white",0
"1344",1344,"Kenya","female","black",0
"1345",1345,"Latonya","female","black",0
"1346",1346,"Sarah","female","white",0
"1347",1347,"Emily","female","white",0
"1348",1348,"Latonya","female","black",0
"1349",1349,"Latoya","female","black",0
"1350",1350,"Sarah","female","white",0
"1351",1351,"Emily","female","white",0
"1352",1352,"Jill","female","white",0
"1353",1353,"Lakisha","female","black",0
"1354",1354,"Latonya","female","black",0
"1355",1355,"Anne","female","white",0
"1356",1356,"Ebony","female","black",0
"1357",1357,"Latoya","female","black",0
"1358",1358,"Meredith","female","white",0
"1359",1359,"Allison","female","white",0
"1360",1360,"Ebony","female","black",0
"1361",1361,"Emily","female","white",0
"1362",1362,"Latoya","female","black",0
"1363",1363,"Anne","female","white",0
"1364",1364,"Emily","female","white",0
"1365",1365,"Keisha","female","black",0
"1366",1366,"Tamika","female","black",0
"1367",1367,"Jill","female","white",0
"1368",1368,"Lakisha","female","black",0
"1369",1369,"Sarah","female","white",0
"1370",1370,"Tamika","female","black",0
"1371",1371,"Carrie","female","white",1
"1372",1372,"Lakisha","female","black",0
"1373",1373,"Laurie","female","white",0
"1374",1374,"Tanisha","female","black",0
"1375",1375,"Aisha","female","black",0
"1376",1376,"Aisha","female","black",0
"1377",1377,"Aisha","female","black",0
"1378",1378,"Anne","female","white",0
"1379",1379,"Brad","male","white",0
"1380",1380,"Brad","male","white",0
"1381",1381,"Carrie","female","white",0
"1382",1382,"Carrie","female","white",0
"1383",1383,"Emily","female","white",0
"1384",1384,"Geoffrey","male","white",0
"1385",1385,"Hakim","male","black",0
"1386",1386,"Jay","male","white",0
"1387",1387,"Jermaine","male","black",0
"1388",1388,"Keisha","female","black",0
"1389",1389,"Kenya","female","black",0
"1390",1390,"Kristen","female","white",0
"1391",1391,"Kristen","female","white",0
"1392",1392,"Kristen","female","white",0
"1393",1393,"Lakisha","female","black",0
"1394",1394,"Lakisha","female","black",0
"1395",1395,"Latonya","female","black",0
"1396",1396,"Latoya","female","black",0
"1397",1397,"Leroy","male","black",0
"1398",1398,"Matthew","male","white",0
"1399",1399,"Matthew","male","white",0
"1400",1400,"Neil","male","white",0
"1401",1401,"Rasheed","male","black",0
"1402",1402,"Sarah","female","white",0
"1403",1403,"Todd","male","white",0
"1404",1404,"Tremayne","male","black",0
"1405",1405,"Tremayne","male","black",0
"1406",1406,"Tyrone","male","black",0
"1407",1407,"Latoya","female","black",1
"1408",1408,"Meredith","female","white",1
"1409",1409,"Sarah","female","white",1
"1410",1410,"Tanisha","female","black",1
"1411",1411,"Jill","female","white",1
"1412",1412,"Kristen","female","white",0
"1413",1413,"Tamika","female","black",0
"1414",1414,"Tanisha","female","black",0
"1415",1415,"Anne","female","white",0
"1416",1416,"Ebony","female","black",0
"1417",1417,"Lakisha","female","black",0
"1418",1418,"Laurie","female","white",0
"1419",1419,"Allison","female","white",0
"1420",1420,"Emily","female","white",0
"1421",1421,"Kenya","female","black",0
"1422",1422,"Tamika","female","black",0
"1423",1423,"Latonya","female","black",0
"1424",1424,"Laurie","female","white",0
"1425",1425,"Meredith","female","white",0
"1426",1426,"Tamika","female","black",0
"1427",1427,"Kristen","female","white",0
"1428",1428,"Latonya","female","black",0
"1429",1429,"Sarah","female","white",0
"1430",1430,"Tanisha","female","black",0
"1431",1431,"Allison","female","white",1
"1432",1432,"Anne","female","white",0
"1433",1433,"Lakisha","female","black",0
"1434",1434,"Tamika","female","black",0
"1435",1435,"Anne","female","white",1
"1436",1436,"Emily","female","white",1
"1437",1437,"Lakisha","female","black",0
"1438",1438,"Latoya","female","black",0
"1439",1439,"Carrie","female","white",0
"1440",1440,"Ebony","female","black",0
"1441",1441,"Laurie","female","white",0
"1442",1442,"Tanisha","female","black",0
"1443",1443,"Carrie","female","white",1
"1444",1444,"Ebony","female","black",0
"1445",1445,"Kristen","female","white",1
"1446",1446,"Tanisha","female","black",0
"1447",1447,"Jill","female","white",1
"1448",1448,"Lakisha","female","black",1
"1449",1449,"Aisha","female","black",0
"1450",1450,"Anne","female","white",0
"1451",1451,"Jill","female","white",0
"1452",1452,"Tamika","female","black",0
"1453",1453,"Aisha","female","black",0
"1454",1454,"Allison","female","white",0
"1455",1455,"Carrie","female","white",0
"1456",1456,"Latoya","female","black",0
"1457",1457,"Anne","female","white",0
"1458",1458,"Emily","female","white",0
"1459",1459,"Latoya","female","black",0
"1460",1460,"Tamika","female","black",0
"1461",1461,"Anne","female","white",0
"1462",1462,"Emily","female","white",0
"1463",1463,"Kenya","female","black",0
"1464",1464,"Latoya","female","black",0
"1465",1465,"Carrie","female","white",0
"1466",1466,"Emily","female","white",0
"1467",1467,"Keisha","female","black",0
"1468",1468,"Tamika","female","black",0
"1469",1469,"Anne","female","white",0
"1470",1470,"Lakisha","female","black",0
"1471",1471,"Latonya","female","black",0
"1472",1472,"Meredith","female","white",0
"1473",1473,"Anne","female","white",0
"1474",1474,"Kenya","female","black",0
"1475",1475,"Kristen","female","white",0
"1476",1476,"Latoya","female","black",0
"1477",1477,"Kristen","female","white",0
"1478",1478,"Latoya","female","black",0
"1479",1479,"Aisha","female","black",0
"1480",1480,"Jill","female","white",0
"1481",1481,"Kristen","female","white",0
"1482",1482,"Lakisha","female","black",0
"1483",1483,"Anne","female","white",0
"1484",1484,"Kenya","female","black",0
"1485",1485,"Kristen","female","white",0
"1486",1486,"Tamika","female","black",0
"1487",1487,"Allison","female","white",0
"1488",1488,"Keisha","female","black",0
"1489",1489,"Kenya","female","black",0
"1490",1490,"Sarah","female","white",0
"1491",1491,"Brendan","male","white",0
"1492",1492,"Brett","male","white",0
"1493",1493,"Jermaine","male","black",0
"1494",1494,"Tyrone","male","black",0
"1495",1495,"Jill","female","white",1
"1496",1496,"Kenya","female","black",0
"1497",1497,"Latoya","female","black",0
"1498",1498,"Laurie","female","white",1
"1499",1499,"Keisha","female","black",0
"1500",1500,"Lakisha","female","black",0
"1501",1501,"Laurie","female","white",0
"1502",1502,"Sarah","female","white",0
"1503",1503,"Emily","female","white",0
"1504",1504,"Kenya","female","black",0
"1505",1505,"Kenya","female","black",0
"1506",1506,"Lakisha","female","black",0
"1507",1507,"Laurie","female","white",0
"1508",1508,"Sarah","female","white",0
"1509",1509,"Anne","female","white",0
"1510",1510,"Lakisha","female","black",0
"1511",1511,"Latonya","female","black",0
"1512",1512,"Meredith","female","white",0
"1513",1513,"Ebony","female","black",0
"1514",1514,"Kristen","female","white",0
"1515",1515,"Latonya","female","black",0
"1516",1516,"Meredith","female","white",0
"1517",1517,"Aisha","female","black",0
"1518",1518,"Aisha","female","black",0
"1519",1519,"Aisha","female","black",0
"1520",1520,"Brad","male","white",1
"1521",1521,"Brad","male","white",0
"1522",1522,"Brendan","male","white",0
"1523",1523,"Brendan","male","white",0
"1524",1524,"Brett","male","white",1
"1525",1525,"Carrie","female","white",0
"1526",1526,"Hakim","male","black",0
"1527",1527,"Jay","male","white",0
"1528",1528,"Kareem","male","black",0
"1529",1529,"Kenya","female","black",1
"1530",1530,"Kristen","female","white",0
"1531",1531,"Lakisha","female","black",0
"1532",1532,"Lakisha","female","black",0
"1533",1533,"Latonya","female","black",1
"1534",1534,"Leroy","male","black",0
"1535",1535,"Leroy","male","black",0
"1536",1536,"Matthew","male","white",0
"1537",1537,"Matthew","male","white",0
"1538",1538,"Neil","male","white",0
"1539",1539,"Neil","male","white",0
"1540",1540,"Neil","male","white",0
"1541",1541,"Sarah","female","white",0
"1542",1542,"Tremayne","male","black",0
"1543",1543,"Tyrone","male","black",0
"1544",1544,"Tyrone","male","black",0
"1545",1545,"Anne","female","white",0
"1546",1546,"Lakisha","female","black",0
"1547",1547,"Latoya","female","black",0
"1548",1548,"Sarah","female","white",1
"1549",1549,"Aisha","female","black",0
"1550",1550,"Anne","female","white",0
"1551",1551,"Sarah","female","white",0
"1552",1552,"Tanisha","female","black",0
"1553",1553,"Carrie","female","white",0
"1554",1554,"Ebony","female","black",0
"1555",1555,"Kenya","female","black",0
"1556",1556,"Kristen","female","white",0
"1557",1557,"Aisha","female","black",0
"1558",1558,"Allison","female","white",0
"1559",1559,"Ebony","female","black",1
"1560",1560,"Jill","female","white",0
"1561",1561,"Allison","female","white",0
"1562",1562,"Emily","female","white",1
"1563",1563,"Latoya","female","black",0
"1564",1564,"Tamika","female","black",1
"1565",1565,"Aisha","female","black",0
"1566",1566,"Carrie","female","white",1
"1567",1567,"Jill","female","white",1
"1568",1568,"Latonya","female","black",0
"1569",1569,"Kenya","female","black",0
"1570",1570,"Kristen","female","white",0
"1571",1571,"Latoya","female","black",0
"1572",1572,"Sarah","female","white",0
"1573",1573,"Emily","female","white",0
"1574",1574,"Jill","female","white",1
"1575",1575,"Kenya","female","black",0
"1576",1576,"Latoya","female","black",0
"1577",1577,"Emily","female","white",1
"1578",1578,"Kenya","female","black",0
"1579",1579,"Lakisha","female","black",0
"1580",1580,"Sarah","female","white",0
"1581",1581,"Brad","male","white",1
"1582",1582,"Hakim","male","black",1
"1583",1583,"Todd","male","white",1
"1584",1584,"Tremayne","male","black",1
"1585",1585,"Anne","female","white",0
"1586",1586,"Kenya","female","black",0
"1587",1587,"Kristen","female","white",0
"1588",1588,"Latonya","female","black",0
"1589",1589,"Allison","female","white",0
"1590",1590,"Keisha","female","black",1
"1591",1591,"Kristen","female","white",0
"1592",1592,"Tamika","female","black",0
"1593",1593,"Jill","female","white",0
"1594",1594,"Kristen","female","white",0
"1595",1595,"Latoya","female","black",0
"1596",1596,"Tamika","female","black",0
"1597",1597,"Allison","female","white",0
"1598",1598,"Latonya","female","black",0
"1599",1599,"Meredith","female","white",0
"1600",1600,"Tamika","female","black",0
"1601",1601,"Aisha","female","black",0
"1602",1602,"Emily","female","white",0
"1603",1603,"Laurie","female","white",0
"1604",1604,"Tanisha","female","black",0
"1605",1605,"Jill","female","white",0
"1606",1606,"Kenya","female","black",0
"1607",1607,"Latonya","female","black",0
"1608",1608,"Meredith","female","white",0
"1609",1609,"Carrie","female","white",0
"1610",1610,"Ebony","female","black",0
"1611",1611,"Latonya","female","black",0
"1612",1612,"Sarah","female","white",0
"1613",1613,"Kristen","female","white",0
"1614",1614,"Latoya","female","black",0
"1615",1615,"Laurie","female","white",0
"1616",1616,"Tamika","female","black",0
"1617",1617,"Kenya","female","black",0
"1618",1618,"Kristen","female","white",0
"1619",1619,"Laurie","female","white",0
"1620",1620,"Tamika","female","black",0
"1621",1621,"Anne","female","white",0
"1622",1622,"Ebony","female","black",0
"1623",1623,"Jill","female","white",0
"1624",1624,"Latonya","female","black",0
"1625",1625,"Anne","female","white",0
"1626",1626,"Kenya","female","black",0
"1627",1627,"Latonya","female","black",0
"1628",1628,"Meredith","female","white",0
"1629",1629,"Anne","female","white",0
"1630",1630,"Keisha","female","black",0
"1631",1631,"Kristen","female","white",0
"1632",1632,"Latonya","female","black",0
"1633",1633,"Carrie","female","white",0
"1634",1634,"Ebony","female","black",0
"1635",1635,"Emily","female","white",0
"1636",1636,"Tamika","female","black",0
"1637",1637,"Brett","male","white",0
"1638",1638,"Neil","male","white",0
"1639",1639,"Rasheed","male","black",0
"1640",1640,"Tyrone","male","black",0
"1641",1641,"Brendan","male","white",0
"1642",1642,"Jamal","male","black",0
"1643",1643,"Aisha","female","black",0
"1644",1644,"Allison","female","white",0
"1645",1645,"Carrie","female","white",0
"1646",1646,"Latoya","female","black",0
"1647",1647,"Aisha","female","black",0
"1648",1648,"Allison","female","white",0
"1649",1649,"Jill","female","white",0
"1650",1650,"Tamika","female","black",0
"1651",1651,"Jill","female","white",0
"1652",1652,"Keisha","female","black",0
"1653",1653,"Kristen","female","white",0
"1654",1654,"Tamika","female","black",0
"1655",1655,"Allison","female","white",0
"1656",1656,"Anne","female","white",0
"1657",1657,"Brad","male","white",0
"1658",1658,"Brett","male","white",0
"1659",1659,"Ebony","female","black",0
"1660",1660,"Emily","female","white",0
"1661",1661,"Geoffrey","male","white",0
"1662",1662,"Geoffrey","male","white",0
"1663",1663,"Jay","male","white",0
"1664",1664,"Kareem","male","black",0
"1665",1665,"Kareem","male","black",0
"1666",1666,"Keisha","female","black",0
"1667",1667,"Keisha","female","black",0
"1668",1668,"Kenya","female","black",0
"1669",1669,"Kenya","female","black",0
"1670",1670,"Kristen","female","white",0
"1671",1671,"Laurie","female","white",0
"1672",1672,"Laurie","female","white",0
"1673",1673,"Leroy","male","black",0
"1674",1674,"Leroy","male","black",0
"1675",1675,"Leroy","male","black",0
"1676",1676,"Matthew","male","white",0
"1677",1677,"Meredith","female","white",0
"1678",1678,"Rasheed","male","black",0
"1679",1679,"Sarah","female","white",0
"1680",1680,"Tanisha","female","black",0
"1681",1681,"Tyrone","male","black",0
"1682",1682,"Tyrone","male","black",0
"1683",1683,"Carrie","female","white",0
"1684",1684,"Laurie","female","white",0
"1685",1685,"Tamika","female","black",0
"1686",1686,"Tanisha","female","black",0
"1687",1687,"Allison","female","white",1
"1688",1688,"Ebony","female","black",0
"1689",1689,"Emily","female","white",0
"1690",1690,"Latoya","female","black",0
"1691",1691,"Allison","female","white",0
"1692",1692,"Emily","female","white",0
"1693",1693,"Kenya","female","black",0
"1694",1694,"Lakisha","female","black",0
"1695",1695,"Carrie","female","white",1
"1696",1696,"Latoya","female","black",1
"1697",1697,"Sarah","female","white",1
"1698",1698,"Tamika","female","black",0
"1699",1699,"Aisha","female","black",0
"1700",1700,"Anne","female","white",0
"1701",1701,"Jill","female","white",0
"1702",1702,"Latoya","female","black",1
"1703",1703,"Ebony","female","black",0
"1704",1704,"Emily","female","white",0
"1705",1705,"Kristen","female","white",0
"1706",1706,"Lakisha","female","black",0
"1707",1707,"Anne","female","white",0
"1708",1708,"Lakisha","female","black",0
"1709",1709,"Sarah","female","white",0
"1710",1710,"Tanisha","female","black",0
"1711",1711,"Ebony","female","black",0
"1712",1712,"Jill","female","white",1
"1713",1713,"Kristen","female","white",1
"1714",1714,"Tanisha","female","black",0
"1715",1715,"Carrie","female","white",0
"1716",1716,"Jill","female","white",1
"1717",1717,"Keisha","female","black",0
"1718",1718,"Lakisha","female","black",1
"1719",1719,"Geoffrey","male","white",0
"1720",1720,"Kenya","female","black",0
"1721",1721,"Laurie","female","white",0
"1722",1722,"Tamika","female","black",0
"1723",1723,"Emily","female","white",0
"1724",1724,"Latonya","female","black",0
"1725",1725,"Laurie","female","white",0
"1726",1726,"Tamika","female","black",0
"1727",1727,"Allison","female","white",0
"1728",1728,"Lakisha","female","black",0
"1729",1729,"Lakisha","female","black",0
"1730",1730,"Meredith","female","white",0
"1731",1731,"Sarah","female","white",0
"1732",1732,"Tanisha","female","black",0
"1733",1733,"Allison","female","white",0
"1734",1734,"Anne","female","white",0
"1735",1735,"Ebony","female","black",0
"1736",1736,"Latoya","female","black",0
"1737",1737,"Aisha","female","black",0
"1738",1738,"Anne","female","white",1
"1739",1739,"Jill","female","white",0
"1740",1740,"Tanisha","female","black",0
"1741",1741,"Brendan","male","white",1
"1742",1742,"Keisha","female","black",0
"1743",1743,"Kenya","female","black",0
"1744",1744,"Sarah","female","white",1
"1745",1745,"Todd","male","white",0
"1746",1746,"Tyrone","male","black",0
"1747",1747,"Emily","female","white",0
"1748",1748,"Latonya","female","black",0
"1749",1749,"Jill","female","white",0
"1750",1750,"Kenya","female","black",0
"1751",1751,"Sarah","female","white",0
"1752",1752,"Tanisha","female","black",0
"1753",1753,"Jill","female","white",0
"1754",1754,"Lakisha","female","black",0
"1755",1755,"Latoya","female","black",0
"1756",1756,"Neil","male","white",0
"1757",1757,"Keisha","female","black",0
"1758",1758,"Laurie","female","white",0
"1759",1759,"Allison","female","white",0
"1760",1760,"Ebony","female","black",0
"1761",1761,"Emily","female","white",0
"1762",1762,"Latonya","female","black",0
"1763",1763,"Allison","female","white",0
"1764",1764,"Jill","female","white",0
"1765",1765,"Keisha","female","black",0
"1766",1766,"Kristen","female","white",0
"1767",1767,"Latoya","female","black",0
"1768",1768,"Rasheed","male","black",0
"1769",1769,"Aisha","female","black",0
"1770",1770,"Allison","female","white",0
"1771",1771,"Latoya","female","black",0
"1772",1772,"Sarah","female","white",0
"1773",1773,"Brendan","male","white",0
"1774",1774,"Emily","female","white",0
"1775",1775,"Keisha","female","black",0
"1776",1776,"Kenya","female","black",0
"1777",1777,"Lakisha","female","black",0
"1778",1778,"Sarah","female","white",0
"1779",1779,"Aisha","female","black",0
"1780",1780,"Aisha","female","black",0
"1781",1781,"Anne","female","white",0
"1782",1782,"Carrie","female","white",0
"1783",1783,"Emily","female","white",0
"1784",1784,"Kenya","female","black",0
"1785",1785,"Kenya","female","black",0
"1786",1786,"Kristen","female","white",0
"1787",1787,"Meredith","female","white",0
"1788",1788,"Tanisha","female","black",0
"1789",1789,"Allison","female","white",0
"1790",1790,"Emily","female","white",0
"1791",1791,"Kenya","female","black",0
"1792",1792,"Tamika","female","black",0
"1793",1793,"Brett","male","white",0
"1794",1794,"Hakim","male","black",0
"1795",1795,"Jill","female","white",0
"1796",1796,"Jill","female","white",0
"1797",1797,"Matthew","male","white",0
"1798",1798,"Tamika","female","black",0
"1799",1799,"Tanisha","female","black",0
"1800",1800,"Tyrone","male","black",0
"1801",1801,"Jill","female","white",0
"1802",1802,"Tamika","female","black",0
"1803",1803,"Anne","female","white",0
"1804",1804,"Latonya","female","black",0
"1805",1805,"Latoya","female","black",0
"1806",1806,"Sarah","female","white",0
"1807",1807,"Allison","female","white",0
"1808",1808,"Ebony","female","black",0
"1809",1809,"Emily","female","white",0
"1810",1810,"Jill","female","white",0
"1811",1811,"Kenya","female","black",0
"1812",1812,"Laurie","female","white",0
"1813",1813,"Tamika","female","black",0
"1814",1814,"Tanisha","female","black",0
"1815",1815,"Emily","female","white",1
"1816",1816,"Kenya","female","black",1
"1817",1817,"Lakisha","female","black",0
"1818",1818,"Todd","male","white",0
"1819",1819,"Aisha","female","black",0
"1820",1820,"Jill","female","white",0
"1821",1821,"Lakisha","female","black",0
"1822",1822,"Matthew","male","white",0
"1823",1823,"Lakisha","female","black",0
"1824",1824,"Matthew","male","white",0
"1825",1825,"Brad","male","white",0
"1826",1826,"Tamika","female","black",0
"1827",1827,"Anne","female","white",0
"1828",1828,"Keisha","female","black",0
"1829",1829,"Kristen","female","white",0
"1830",1830,"Lakisha","female","black",0
"1831",1831,"Allison","female","white",0
"1832",1832,"Emily","female","white",0
"1833",1833,"Sarah","female","white",0
"1834",1834,"Tamika","female","black",0
"1835",1835,"Tamika","female","black",0
"1836",1836,"Tanisha","female","black",0
"1837",1837,"Geoffrey","male","white",0
"1838",1838,"Jill","female","white",0
"1839",1839,"Keisha","female","black",0
"1840",1840,"Kristen","female","white",0
"1841",1841,"Tamika","female","black",0
"1842",1842,"Tanisha","female","black",0
"1843",1843,"Allison","female","white",0
"1844",1844,"Anne","female","white",0
"1845",1845,"Keisha","female","black",0
"1846",1846,"Kristen","female","white",1
"1847",1847,"Lakisha","female","black",0
"1848",1848,"Latoya","female","black",0
"1849",1849,"Carrie","female","white",0
"1850",1850,"Keisha","female","black",0
"1851",1851,"Kenya","female","black",0
"1852",1852,"Leroy","male","black",0
"1853",1853,"Neil","male","white",0
"1854",1854,"Sarah","female","white",0
"1855",1855,"Anne","female","white",0
"1856",1856,"Emily","female","white",0
"1857",1857,"Keisha","female","black",0
"1858",1858,"Latonya","female","black",0
"1859",1859,"Laurie","female","white",0
"1860",1860,"Tanisha","female","black",0
"1861",1861,"Allison","female","white",0
"1862",1862,"Kenya","female","black",0
"1863",1863,"Latonya","female","black",0
"1864",1864,"Leroy","male","black",0
"1865",1865,"Meredith","female","white",0
"1866",1866,"Todd","male","white",0
"1867",1867,"Kenya","female","black",0
"1868",1868,"Todd","male","white",0
"1869",1869,"Emily","female","white",0
"1870",1870,"Latonya","female","black",0
"1871",1871,"Laurie","female","white",0
"1872",1872,"Tamika","female","black",0
"1873",1873,"Allison","female","white",0
"1874",1874,"Carrie","female","white",0
"1875",1875,"Kristen","female","white",0
"1876",1876,"Lakisha","female","black",0
"1877",1877,"Latonya","female","black",0
"1878",1878,"Tyrone","male","black",0
"1879",1879,"Aisha","female","black",0
"1880",1880,"Aisha","female","black",0
"1881",1881,"Emily","female","white",0
"1882",1882,"Emily","female","white",0
"1883",1883,"Keisha","female","black",0
"1884",1884,"Keisha","female","black",0
"1885",1885,"Matthew","male","white",0
"1886",1886,"Sarah","female","white",0
"1887",1887,"Anne","female","white",0
"1888",1888,"Brad","male","white",1
"1889",1889,"Hakim","male","black",0
"1890",1890,"Kenya","female","black",0
"1891",1891,"Kenya","female","black",1
"1892",1892,"Latoya","female","black",0
"1893",1893,"Meredith","female","white",1
"1894",1894,"Meredith","female","white",0
"1895",1895,"Aisha","female","black",0
"1896",1896,"Brad","male","white",0
"1897",1897,"Brad","male","white",0
"1898",1898,"Carrie","female","white",0
"1899",1899,"Darnell","male","black",0
"1900",1900,"Ebony","female","black",0
"1901",1901,"Emily","female","white",0
"1902",1902,"Geoffrey","male","white",0
"1903",1903,"Greg","male","white",0
"1904",1904,"Hakim","male","black",0
"1905",1905,"Jamal","male","black",0
"1906",1906,"Jill","female","white",0
"1907",1907,"Keisha","female","black",0
"1908",1908,"Kenya","female","black",0
"1909",1909,"Latonya","female","black",0
"1910",1910,"Latoya","female","black",0
"1911",1911,"Leroy","male","black",0
"1912",1912,"Matthew","male","white",1
"1913",1913,"Matthew","male","white",0
"1914",1914,"Matthew","male","white",0
"1915",1915,"Matthew","male","white",0
"1916",1916,"Rasheed","male","black",1
"1917",1917,"Todd","male","white",0
"1918",1918,"Tremayne","male","black",0
"1919",1919,"Anne","female","white",0
"1920",1920,"Kenya","female","black",0
"1921",1921,"Meredith","female","white",0
"1922",1922,"Tamika","female","black",0
"1923",1923,"Anne","female","white",0
"1924",1924,"Kenya","female","black",0
"1925",1925,"Meredith","female","white",0
"1926",1926,"Tamika","female","black",0
"1927",1927,"Ebony","female","black",0
"1928",1928,"Kristen","female","white",0
"1929",1929,"Latonya","female","black",0
"1930",1930,"Laurie","female","white",0
"1931",1931,"Emily","female","white",0
"1932",1932,"Jill","female","white",0
"1933",1933,"Latoya","female","black",0
"1934",1934,"Tanisha","female","black",0
"1935",1935,"Keisha","female","black",1
"1936",1936,"Kristen","female","white",1
"1937",1937,"Sarah","female","white",0
